ID,answer
TEST_08060,2
TEST_08061,white
TEST_08062,white
TEST_08063,white
TEST_08064,white
TEST_08065,no
TEST_08066,left
TEST_08067,yes
TEST_08068,yes
TEST_08069,yes
TEST_08070,white
TEST_08071,yes
TEST_08072,white
TEST_08073,yes
TEST_08074,yes
TEST_08075,yes
TEST_08076,yes
TEST_08077,yes
TEST_08078,white
TEST_08079,white
TEST_08080,white
TEST_08081,white
TEST_08082,white
TEST_08083,yes
TEST_08084,yes
TEST_08085,yes
TEST_08086,white
TEST_08087,2
TEST_08088,white
TEST_08089,yes
TEST_08090,yes
TEST_08091,man
TEST_08092,whiteing
TEST_08093,white
TEST_08094,yes
TEST_08095,2
TEST_08096,white
TEST_08097,yes
TEST_08098,yes
TEST_08099,yes
TEST_08100,2
TEST_08101,yes
TEST_08102,white
TEST_08103,whiteby
TEST_08104,white
TEST_08105,2
TEST_08106,white
TEST_08107,yes
TEST_08108,2
TEST_08109,whitenis
TEST_08110,white
TEST_08111,left
TEST_08112,yes
TEST_08113,yes
TEST_08114,white and knife
TEST_08115,white
TEST_08116,2
TEST_08117,2
TEST_08118,yes
TEST_08119,yes
TEST_08120,white
TEST_08121,yes
TEST_08122,2
TEST_08123,yes
TEST_08124,white
TEST_08125,white
TEST_08126,white
TEST_08127,female
TEST_08128,2
TEST_08129,white
TEST_08130,left
TEST_08131,yes
TEST_08132,yes
TEST_08133,white
TEST_08134,yes
TEST_08135,2
TEST_08136,2
TEST_08137,on
TEST_08138,yes
TEST_08139,right
TEST_08140,yes
TEST_08141,white
TEST_08142,white
TEST_08143,2
TEST_08144,2
TEST_08145,yes
TEST_08146,2
TEST_08147,on
TEST_08148,yes
TEST_08149,yes
TEST_08150,yes
TEST_08151,white
TEST_08152,yes
TEST_08153,white
TEST_08154,on
TEST_08155,yes
TEST_08156,white
TEST_08157,white
TEST_08158,yes
TEST_08159,white
TEST_08160,2
TEST_08161,white
TEST_08162,2
TEST_08163,2
TEST_08164,white
TEST_08165,white
TEST_08166,yes
TEST_08167,white
TEST_08168,white
TEST_08169,white
TEST_08170,white
TEST_08171,yes
TEST_08172,white
TEST_08173,yes
TEST_08174,yes
TEST_08175,white
TEST_08176,white
TEST_08177,yes
TEST_08178,white
TEST_08179,white
TEST_08180,white
TEST_08181,whiteike
TEST_08182,white
TEST_08183,yes
TEST_08184,yes
TEST_08185,2
TEST_08186,on
TEST_08187,yes
TEST_08188,yes
TEST_08189,white
TEST_08190,white
TEST_08191,white
TEST_08192,white
TEST_08193,whitefing
TEST_08194,2
TEST_08195,2
TEST_08196,white
TEST_08197,white
TEST_08198,white
TEST_08199,white
TEST_08200,yes
TEST_08201,white
TEST_08202,2
TEST_08203,yes
TEST_08204,yes
TEST_08205,white:45
TEST_08206,2
TEST_08207,yes
TEST_08208,yes
TEST_08209,to
TEST_08210,white
TEST_08211,yes
TEST_08212,white
TEST_08213,white
TEST_08214,white
TEST_08215,yes
TEST_08216,white
TEST_08217,whiteii
TEST_08218,2
TEST_08219,left
TEST_08220,yes
TEST_08221,white
TEST_08222,on
TEST_08223,yes
TEST_08224,white
TEST_08225,yes
TEST_08226,white
TEST_08227,2
TEST_08228,white
TEST_08229,white
TEST_08230,yes
TEST_08231,no
TEST_08232,yes
TEST_08233,yes
TEST_08234,yes
TEST_08235,yes
TEST_08236,yes
TEST_08237,2
TEST_08238,yes
TEST_08239,yes
TEST_08240,2
TEST_08241,to
TEST_08242,white
TEST_08243,yes
TEST_08244,yes
TEST_08245,to
TEST_08246,2
TEST_08247,yes
TEST_08248,2
TEST_08249,to
TEST_08250,yes
TEST_08251,white
TEST_08252,yes
TEST_08253,white
TEST_08254,white
TEST_08255,yes
TEST_08256,white
TEST_08257,yes
TEST_08258,yes
TEST_08259,to
TEST_08260,2
TEST_08261,whiteinner
TEST_08262,white
TEST_08263,whiteby
TEST_08264,yes
TEST_08265,yes
TEST_08266,white
TEST_08267,yes
TEST_08268,white
TEST_08269,white
TEST_08270,2
TEST_08271,yes
TEST_08272,yes
TEST_08273,whitedonald's
TEST_08274,white
TEST_08275,yes
TEST_08276,yes
TEST_08277,white
TEST_08278,white
TEST_08279,yes
TEST_08280,yes
TEST_08281,white
TEST_08282,to
TEST_08283,white
TEST_08284,white
TEST_08285,white
TEST_08286,white
TEST_08287,white
TEST_08288,yes
TEST_08289,on
TEST_08290,white
TEST_08291,white
TEST_08292,white
TEST_08293,white
TEST_08294,yes
TEST_08295,whitenis
TEST_08296,white
TEST_08297,whiteike
TEST_08298,yes
TEST_08299,whiteike
TEST_08300,white
TEST_08301,whitenis
TEST_08302,2
TEST_08303,yes
TEST_08304,white
TEST_08305,yes
TEST_08306,yes
TEST_08307,yes
TEST_08308,white
TEST_08309,yes
TEST_08310,white
TEST_08311,white
TEST_08312,2 feet
TEST_08313,yes
TEST_08314,on
TEST_08315,white
TEST_08316,white
TEST_08317,white
TEST_08318,white
TEST_08319,yes
TEST_08320,yes
TEST_08321,2
TEST_08322,2
TEST_08323,yes
TEST_08324,2
TEST_08325,no
TEST_08326,white
TEST_08327,white
TEST_08328,white
TEST_08329,white
TEST_08330,2
TEST_08331,yes
TEST_08332,yes
TEST_08333,no
TEST_08334,2
TEST_08335,white
TEST_08336,2
TEST_08337,yes
TEST_08338,white
TEST_08339,white
TEST_08340,whiteedd
TEST_08341,yes
TEST_08342,yes
TEST_08343,yes
TEST_08344,yes
TEST_08345,white
TEST_08346,yes
TEST_08347,2
TEST_08348,yes
TEST_08349,on
TEST_08350,yes
TEST_08351,2
TEST_08352,yes
TEST_08353,yes
TEST_08354,white
TEST_08355,"whiteese,"
TEST_08356,whiteps
TEST_08357,yes
TEST_08358,white
TEST_08359,yes
TEST_08360,white
TEST_08361,white
TEST_08362,yes
TEST_08363,white
TEST_08364,white
TEST_08365,10
TEST_08366,white
TEST_08367,white
TEST_08368,white and
TEST_08369,yes
TEST_08370,white
TEST_08371,white
TEST_08372,white
TEST_08373,yes
TEST_08374,yes
TEST_08375,yes
TEST_08376,yes
TEST_08377,2
TEST_08378,white
TEST_08379,yes
TEST_08380,yes
TEST_08381,white
TEST_08382,white
TEST_08383,white
TEST_08384,2
TEST_08385,whitechen
TEST_08386,white
TEST_08387,white
TEST_08388,white
TEST_08389,2
TEST_08390,white
TEST_08391,left
TEST_08392,yes
TEST_08393,2
TEST_08394,white
TEST_08395,2
TEST_08396,on
TEST_08397,white
TEST_08398,white
TEST_08399,white
TEST_08400,yes
TEST_08401,white
TEST_08402,yes
TEST_08403,white
TEST_08404,yes
TEST_08405,yes
TEST_08406,2
TEST_08407,2
TEST_08408,white
TEST_08409,2
TEST_08410,2
TEST_08411,white
TEST_08412,white
TEST_08413,white
TEST_08414,yes
TEST_08415,yes
TEST_08416,yes
TEST_08417,white
TEST_08418,white
TEST_08419,white
TEST_08420,white
TEST_08421,yes
TEST_08422,whitenis
TEST_08423,whiteelta
TEST_08424,yes
TEST_08425,white
TEST_08426,white
TEST_08427,white
TEST_08428,yes
TEST_08429,yes
TEST_08430,yes
TEST_08431,white
TEST_08432,2
TEST_08433,yes
TEST_08434,yes
TEST_08435,2
TEST_08436,on
TEST_08437,white
TEST_08438,white
TEST_08439,2
TEST_08440,white
TEST_08441,white
TEST_08442,to
TEST_08443,yes
TEST_08444,white
TEST_08445,yes
TEST_08446,yes
TEST_08447,white
TEST_08448,white
TEST_08449,yes
TEST_08450,white
TEST_08451,white
TEST_08452,white
TEST_08453,to
TEST_08454,yes
TEST_08455,white
TEST_08456,yes
TEST_08457,white
TEST_08458,yes
TEST_08459,white
TEST_08460,white
TEST_08461,white
TEST_08462,left
TEST_08463,white
TEST_08464,yes
TEST_08465,white
TEST_08466,man
TEST_08467,white
TEST_08468,yes
TEST_08469,yes
TEST_08470,yes
TEST_08471,white
TEST_08472,white
TEST_08473,whitenis
TEST_08474,white
TEST_08475,2
TEST_08476,yes
TEST_08477,2
TEST_08478,2
TEST_08479,2
TEST_08480,yes
TEST_08481,yes
TEST_08482,yes
TEST_08483,yes
TEST_08484,yes
TEST_08485,yes
TEST_08486,white
TEST_08487,yes
TEST_08488,white
TEST_08489,whiteby
TEST_08490,whiteike
TEST_08491,yes
TEST_08492,yes
TEST_08493,yes
TEST_08494,whiteissors
TEST_08495,white
TEST_08496,2
TEST_08497,white
TEST_08498,yes
TEST_08499,2
TEST_08500,white
TEST_08501,white
TEST_08502,on
TEST_08503,yes
TEST_08504,white
TEST_08505,yes
TEST_08506,yes
TEST_08507,white
TEST_08508,white
TEST_08509,white
TEST_08510,2
TEST_08511,yes
TEST_08512,white
TEST_08513,2
TEST_08514,left
TEST_08515,white
TEST_08516,yes
TEST_08517,white
TEST_08518,2
TEST_08519,yes
TEST_08520,white
TEST_08521,yes
TEST_08522,white
TEST_08523,white:45
TEST_08524,white
TEST_08525,yes
TEST_08526,yes
TEST_08527,yes
TEST_08528,yes
TEST_08529,to
TEST_08530,yes
TEST_08531,yes
TEST_08532,white
TEST_08533,white
TEST_08534,2
TEST_08535,2
TEST_08536,yes
TEST_08537,yes
TEST_08538,yes
TEST_08539,yes
TEST_08540,left
TEST_08541,yes
TEST_08542,yes
TEST_08543,white
TEST_08544,right
TEST_08545,white
TEST_08546,yes
TEST_08547,2
TEST_08548,yes
TEST_08549,white
TEST_08550,yes
TEST_08551,white and white
TEST_08552,yes
TEST_08553,yes
TEST_08554,whitechen
TEST_08555,yes
TEST_08556,yes
TEST_08557,white
TEST_08558,yes
TEST_08559,yes
TEST_08560,white
TEST_08561,2
TEST_08562,2
TEST_08563,yes
TEST_08564,white
TEST_08565,white
TEST_08566,2
TEST_08567,on
TEST_08568,2
TEST_08569,whiteike
TEST_08570,2
TEST_08571,yes
TEST_08572,yes
TEST_08573,white
TEST_08574,white:
TEST_08575,yes
TEST_08576,white
TEST_08577,white
TEST_08578,yes
TEST_08579,yes
TEST_08580,yes
TEST_08581,yes
TEST_08582,yes
TEST_08583,white
TEST_08584,white
TEST_08585,yes
TEST_08586,white
TEST_08587,white
TEST_08588,whitechen
TEST_08589,white
TEST_08590,white
TEST_08591,yes
TEST_08592,yes
TEST_08593,white
TEST_08594,yes
TEST_08595,2
TEST_08596,white
TEST_08597,2 feet
TEST_08598,white
TEST_08599,yes
TEST_08600,white
TEST_08601,white
TEST_08602,white
TEST_08603,yes
TEST_08604,2
TEST_08605,white
TEST_08606,white
TEST_08607,white
TEST_08608,2
TEST_08609,yes
TEST_08610,yes
TEST_08611,2
TEST_08612,yes
TEST_08613,yes
TEST_08614,yes
TEST_08615,white
TEST_08616,yes
TEST_08617,white
TEST_08618,yes
TEST_08619,yes
TEST_08620,white
TEST_08621,2
TEST_08622,whiteby
TEST_08623,whiteanas
TEST_08624,yes
TEST_08625,yes
TEST_08626,yes
TEST_08627,whiteaid
TEST_08628,white
TEST_08629,white
TEST_08630,2
TEST_08631,yes
TEST_08632,2
TEST_08633,white
TEST_08634,white
TEST_08635,yes
TEST_08636,yes
TEST_08637,yes
TEST_08638,yes
TEST_08639,on
TEST_08640,2
TEST_08641,yes
TEST_08642,white
TEST_08643,no
TEST_08644,yes
TEST_08645,white
TEST_08646,white
TEST_08647,2
TEST_08648,2
TEST_08649,2
TEST_08650,yes
TEST_08651,yes
TEST_08652,yes
TEST_08653,yes
TEST_08654,2
TEST_08655,white
TEST_08656,white
TEST_08657,yes
TEST_08658,white
TEST_08659,whiteby
TEST_08660,white
TEST_08661,white
TEST_08662,left
TEST_08663,yes
TEST_08664,to
TEST_08665,2
TEST_08666,yes
TEST_08667,yes
TEST_08668,yes
TEST_08669,yes
TEST_08670,yes
TEST_08671,yes
TEST_08672,white
TEST_08673,whiteike
TEST_08674,white
TEST_08675,yes
TEST_08676,yes
TEST_08677,yes
TEST_08678,yes
TEST_08679,yes
TEST_08680,yes
TEST_08681,yes
TEST_08682,2
TEST_08683,2
TEST_08684,white
TEST_08685,yes
TEST_08686,white
TEST_08687,white
TEST_08688,white
TEST_08689,white
TEST_08690,white
TEST_08691,yes
TEST_08692,2
TEST_08693,2
TEST_08694,yes
TEST_08695,yes
TEST_08696,yes
TEST_08697,yes
TEST_08698,yes
TEST_08699,white trick
TEST_08700,2 feet
TEST_08701,2
TEST_08702,yes
TEST_08703,white
TEST_08704,yes
TEST_08705,white
TEST_08706,yes
TEST_08707,left
TEST_08708,white
TEST_08709,yes
TEST_08710,2
TEST_08711,white
TEST_08712,yes
TEST_08713,white
TEST_08714,yes
TEST_08715,2
TEST_08716,left
TEST_08717,2
TEST_08718,yes
TEST_08719,yes
TEST_08720,yes
TEST_08721,yes
TEST_08722,white
TEST_08723,yes
TEST_08724,yes
TEST_08725,white
TEST_08726,white
TEST_08727,white
TEST_08728,yes
TEST_08729,yes
TEST_08730,to
TEST_08731,white
TEST_08732,yes
TEST_08733,2
TEST_08734,yes
TEST_08735,white
TEST_08736,white
TEST_08737,white
TEST_08738,2
TEST_08739,white
TEST_08740,white
TEST_08741,yes
TEST_08742,2
TEST_08743,yes
TEST_08744,2
TEST_08745,2
TEST_08746,white
TEST_08747,yes
TEST_08748,white
TEST_08749,2
TEST_08750,2
TEST_08751,yes
TEST_08752,yes
TEST_08753,yes
TEST_08754,white
TEST_08755,whitenis
TEST_08756,2
TEST_08757,white
TEST_08758,2
TEST_08759,white
TEST_08760,white
TEST_08761,yes
TEST_08762,yes
TEST_08763,yes
TEST_08764,2
TEST_08765,white
TEST_08766,whitenis
TEST_08767,yes
TEST_08768,yes
TEST_08769,white
TEST_08770,yes
TEST_08771,white
TEST_08772,yes
TEST_08773,2
TEST_08774,2
TEST_08775,white
TEST_08776,white
TEST_08777,yes
TEST_08778,yes
TEST_08779,2
TEST_08780,whitenis
TEST_08781,yes
TEST_08782,yes
TEST_08783,yes
TEST_08784,on
TEST_08785,white
TEST_08786,white
TEST_08787,white
TEST_08788,yes
TEST_08789,yes
TEST_08790,white
TEST_08791,2
TEST_08792,yes
TEST_08793,yes
TEST_08794,white
TEST_08795,white
TEST_08796,white
TEST_08797,2
TEST_08798,yes
TEST_08799,2
TEST_08800,white
TEST_08801,yes
TEST_08802,white
TEST_08803,2
TEST_08804,white
TEST_08805,white
TEST_08806,yes
TEST_08807,yes
TEST_08808,yes
TEST_08809,white
TEST_08810,yes
TEST_08811,2
TEST_08812,white
TEST_08813,2
TEST_08814,yes
TEST_08815,white
TEST_08816,yes
TEST_08817,yes
TEST_08818,2
TEST_08819,white
TEST_08820,yes
TEST_08821,yes
TEST_08822,yes
TEST_08823,whiteanas
TEST_08824,white
TEST_08825,2
TEST_08826,white
TEST_08827,yes
TEST_08828,2
TEST_08829,white
TEST_08830,white
TEST_08831,white
TEST_08832,yes
TEST_08833,yes
TEST_08834,yes
TEST_08835,yes
TEST_08836,white
TEST_08837,yes
TEST_08838,yes
TEST_08839,yes
TEST_08840,yes
TEST_08841,on
TEST_08842,yes
TEST_08843,yes
TEST_08844,2
TEST_08845,white
TEST_08846,yes
TEST_08847,on
TEST_08848,yes
TEST_08849,white
TEST_08850,yes
TEST_08851,white
TEST_08852,white
TEST_08853,white
TEST_08854,yes
TEST_08855,yes
TEST_08856,yes
TEST_08857,white
TEST_08858,yes
TEST_08859,yes
TEST_08860,white
TEST_08861,white
TEST_08862,to
TEST_08863,white
TEST_08864,to
TEST_08865,yes
TEST_08866,to
TEST_08867,on
TEST_08868,yes
TEST_08869,whiteike
TEST_08870,white
TEST_08871,yes
TEST_08872,white
TEST_08873,yes
TEST_08874,yes
TEST_08875,yes
TEST_08876,white
TEST_08877,white
TEST_08878,white
TEST_08879,yes
TEST_08880,white
TEST_08881,2
TEST_08882,white
TEST_08883,2
TEST_08884,yes
TEST_08885,white
TEST_08886,white
TEST_08887,yes
TEST_08888,white
TEST_08889,white:45
TEST_08890,2 inches
TEST_08891,yes
TEST_08892,yes
TEST_08893,2
TEST_08894,2
TEST_08895,yes
TEST_08896,yes
TEST_08897,2
TEST_08898,2
TEST_08899,yes
TEST_08900,yes
TEST_08901,2
TEST_08902,whiteccoli
TEST_08903,white
TEST_08904,2
TEST_08905,on
TEST_08906,2
TEST_08907,yes
TEST_08908,white
TEST_08909,yes
TEST_08910,whiteaid
TEST_08911,white scouts
TEST_08912,yes
TEST_08913,yes
TEST_08914,yes
TEST_08915,yes
TEST_08916,white
TEST_08917,yes
TEST_08918,white
TEST_08919,yes
TEST_08920,yes
TEST_08921,yes
TEST_08922,white
TEST_08923,white
TEST_08924,white
TEST_08925,white
TEST_08926,white
TEST_08927,yes
TEST_08928,white
TEST_08929,yes
TEST_08930,whiteizza
TEST_08931,yes
TEST_08932,white
TEST_08933,white
TEST_08934,white
TEST_08935,white
TEST_08936,no
TEST_08937,yes
TEST_08938,yes
TEST_08939,yes
TEST_08940,white
TEST_08941,yes
TEST_08942,on
TEST_08943,yes
TEST_08944,whiteii
TEST_08945,yes
TEST_08946,white
TEST_08947,yes
TEST_08948,to
TEST_08949,yes
TEST_08950,white
TEST_08951,yes
TEST_08952,white
TEST_08953,yes
TEST_08954,2
TEST_08955,man
TEST_08956,yes
TEST_08957,yes
TEST_08958,yes
TEST_08959,white
TEST_08960,2
TEST_08961,yes
TEST_08962,2
TEST_08963,white and and
TEST_08964,white
TEST_08965,yes
TEST_08966,yes
TEST_08967,on
TEST_08968,yes
TEST_08969,yes
TEST_08970,white
TEST_08971,2
TEST_08972,yes
TEST_08973,white
TEST_08974,yes
TEST_08975,yes
TEST_08976,white
TEST_08977,white
TEST_08978,white
TEST_08979,white
TEST_08980,white
TEST_08981,white
TEST_08982,yes
TEST_08983,white
TEST_08984,yes
TEST_08985,white
TEST_08986,whitenis
TEST_08987,leftball
TEST_08988,yes
TEST_08989,yes
TEST_08990,yes
TEST_08991,yes
TEST_08992,2
TEST_08993,white
TEST_08994,white
TEST_08995,white
TEST_08996,2
TEST_08997,white
TEST_08998,yes
TEST_08999,yes
TEST_09000,yes
TEST_09001,white
TEST_09002,yes
TEST_09003,white
TEST_09004,whitegiving
TEST_09005,yes
TEST_09006,white
TEST_09007,white
TEST_09008,whiteaid
TEST_09009,white
TEST_09010,yes
TEST_09011,white
TEST_09012,yes
TEST_09013,yes
TEST_09014,no
TEST_09015,yes
TEST_09016,white
TEST_09017,yes
TEST_09018,2
TEST_09019,white
TEST_09020,to
TEST_09021,yes
TEST_09022,white
TEST_09023,yes
TEST_09024,yes
TEST_09025,yes
TEST_09026,whiteizza
TEST_09027,white
TEST_09028,white
TEST_09029,white
TEST_09030,white
TEST_09031,yes
TEST_09032,yes
TEST_09033,2
TEST_09034,white
TEST_09035,white
TEST_09036,yes
TEST_09037,man
TEST_09038,yes
TEST_09039,yes
TEST_09040,2
TEST_09041,white
TEST_09042,2
TEST_09043,white
TEST_09044,yes
TEST_09045,white
TEST_09046,yes
TEST_09047,white:
TEST_09048,overcast
TEST_09049,yes
TEST_09050,yes
TEST_09051,yes
TEST_09052,to
TEST_09053,2
TEST_09054,2
TEST_09055,white
TEST_09056,white
TEST_09057,2
TEST_09058,yes
TEST_09059,white
TEST_09060,white
TEST_09061,on
TEST_09062,yes
TEST_09063,white
TEST_09064,white
TEST_09065,on
TEST_09066,white
TEST_09067,2
TEST_09068,yes
TEST_09069,yes
TEST_09070,yes
TEST_09071,left
TEST_09072,white
TEST_09073,yes
TEST_09074,yes
TEST_09075,2
TEST_09076,yes
TEST_09077,white
TEST_09078,left
TEST_09079,yes
TEST_09080,yes
TEST_09081,yes
TEST_09082,2
TEST_09083,yes
TEST_09084,yes
TEST_09085,yes
TEST_09086,whiteanas
TEST_09087,whiteing
TEST_09088,recent//
TEST_09089,white
TEST_09090,yes
TEST_09091,left
TEST_09092,yes
TEST_09093,yes
TEST_09094,yes
TEST_09095,white
TEST_09096,yes
TEST_09097,white
TEST_09098,white
TEST_09099,white
TEST_09100,yes
TEST_09101,white
TEST_09102,white
TEST_09103,yes
TEST_09104,yes
TEST_09105,yes
TEST_09106,2
TEST_09107,white
TEST_09108,whitenis
TEST_09109,yes
TEST_09110,yes
TEST_09111,yes
TEST_09112,left
TEST_09113,yes
TEST_09114,white
TEST_09115,2
TEST_09116,white
TEST_09117,yes
TEST_09118,yes
TEST_09119,white
TEST_09120,on
TEST_09121,yes
TEST_09122,yes
TEST_09123,white
TEST_09124,yes
TEST_09125,yes
TEST_09126,on
TEST_09127,white
TEST_09128,yes
TEST_09129,yes
TEST_09130,white
TEST_09131,white
TEST_09132,white
TEST_09133,white
TEST_09134,yes
TEST_09135,white
TEST_09136,yes
TEST_09137,whiteooth
TEST_09138,white
TEST_09139,white
TEST_09140,yes
TEST_09141,white
TEST_09142,yes
TEST_09143,white
TEST_09144,yes
TEST_09145,yes
TEST_09146,white
TEST_09147,white:45
TEST_09148,yes
TEST_09149,right
TEST_09150,whitey
TEST_09151,yes
TEST_09152,yes
TEST_09153,white
TEST_09154,yes
TEST_09155,white
TEST_09156,2
TEST_09157,left
TEST_09158,yes
TEST_09159,white
TEST_09160,yes
TEST_09161,white
TEST_09162,white
TEST_09163,white
TEST_09164,yes
TEST_09165,yes
TEST_09166,white:45
TEST_09167,yes
TEST_09168,2
TEST_09169,yes
TEST_09170,white
TEST_09171,2
TEST_09172,white
TEST_09173,2
TEST_09174,yes
TEST_09175,yes
TEST_09176,white
TEST_09177,white
TEST_09178,yes
TEST_09179,2
TEST_09180,yes
TEST_09181,white
TEST_09182,yes
TEST_09183,to
TEST_09184,whitechen
TEST_09185,yes
TEST_09186,2
TEST_09187,white
TEST_09188,yes
TEST_09189,yes
TEST_09190,white
TEST_09191,yes
TEST_09192,white
TEST_09193,yes
TEST_09194,yes
TEST_09195,yes
TEST_09196,yes
TEST_09197,white
TEST_09198,white
TEST_09199,yes
TEST_09200,white
TEST_09201,white
TEST_09202,yes
TEST_09203,yes
TEST_09204,white
TEST_09205,yes
TEST_09206,white
TEST_09207,white
TEST_09208,yes
TEST_09209,2
TEST_09210,yes
TEST_09211,yes
TEST_09212,white
TEST_09213,yes
TEST_09214,yes
TEST_09215,2
TEST_09216,yes
TEST_09217,2
TEST_09218,yes
TEST_09219,yes
TEST_09220,white
TEST_09221,white
TEST_09222,yes
TEST_09223,yes
TEST_09224,2
TEST_09225,yes
TEST_09226,white
TEST_09227,to
TEST_09228,yes
TEST_09229,white
TEST_09230,white
TEST_09231,white
TEST_09232,on
TEST_09233,yes
TEST_09234,yes
TEST_09235,2
TEST_09236,white
TEST_09237,left
TEST_09238,white
TEST_09239,yes
TEST_09240,2
TEST_09241,no
TEST_09242,2
TEST_09243,yes
TEST_09244,yes
TEST_09245,yes
TEST_09246,whitenis
TEST_09247,2
TEST_09248,yes
TEST_09249,on
TEST_09250,2
TEST_09251,yes
TEST_09252,yes
TEST_09253,yes
TEST_09254,white
TEST_09255,yes
TEST_09256,white
TEST_09257,yes
TEST_09258,whitenis
TEST_09259,yes
TEST_09260,yes
TEST_09261,yes
TEST_09262,2
TEST_09263,yes
TEST_09264,2
TEST_09265,2
TEST_09266,to
TEST_09267,yes
TEST_09268,whitenis
TEST_09269,white
TEST_09270,white
TEST_09271,yes
TEST_09272,2
TEST_09273,white white
TEST_09274,2
TEST_09275,white
TEST_09276,yes
TEST_09277,on
TEST_09278,yes
TEST_09279,on
TEST_09280,yes
TEST_09281,white
TEST_09282,left
TEST_09283,white
TEST_09284,white
TEST_09285,2
TEST_09286,yes
TEST_09287,yes
TEST_09288,2
TEST_09289,yes
TEST_09290,white
TEST_09291,white
TEST_09292,on
TEST_09293,white
TEST_09294,white
TEST_09295,yes
TEST_09296,white
TEST_09297,left
TEST_09298,white
TEST_09299,yes
TEST_09300,to
TEST_09301,white
TEST_09302,yes
TEST_09303,whiteaid
TEST_09304,yes
TEST_09305,white
TEST_09306,white
TEST_09307,2
TEST_09308,2
TEST_09309,yes
TEST_09310,white
TEST_09311,yes
TEST_09312,yes
TEST_09313,2 large
TEST_09314,whiteile
TEST_09315,yes
TEST_09316,white
TEST_09317,left
TEST_09318,yes
TEST_09319,white
TEST_09320,yes
TEST_09321,white
TEST_09322,yes
TEST_09323,yes
TEST_09324,2
TEST_09325,white
TEST_09326,white
TEST_09327,yes
TEST_09328,white
TEST_09329,yes
TEST_09330,yes
TEST_09331,yes
TEST_09332,whiteidge
TEST_09333,yes
TEST_09334,10
TEST_09335,yes
TEST_09336,white
TEST_09337,white
TEST_09338,white
TEST_09339,white
TEST_09340,white
TEST_09341,yes
TEST_09342,yes
TEST_09343,yes
TEST_09344,yes
TEST_09345,white
TEST_09346,yes
TEST_09347,yes
TEST_09348,white
TEST_09349,white
TEST_09350,yes
TEST_09351,2
TEST_09352,white
TEST_09353,white
TEST_09354,white
TEST_09355,white
TEST_09356,left
TEST_09357,white
TEST_09358,2
TEST_09359,white
TEST_09360,yes
TEST_09361,white
TEST_09362,yes
TEST_09363,white
TEST_09364,yes
TEST_09365,white
TEST_09366,2
TEST_09367,2
TEST_09368,yes
TEST_09369,left
TEST_09370,yes
TEST_09371,white
TEST_09372,yes
TEST_09373,yes
TEST_09374,yes
TEST_09375,yes
TEST_09376,yes
TEST_09377,to
TEST_09378,white
TEST_09379,2
TEST_09380,white
TEST_09381,white
TEST_09382,white
TEST_09383,2
TEST_09384,whiteike
TEST_09385,on
TEST_09386,yes
TEST_09387,on
TEST_09388,2
TEST_09389,white
TEST_09390,yes
TEST_09391,whiteii
TEST_09392,white
TEST_09393,white
TEST_09394,white
TEST_09395,yes
TEST_09396,left
TEST_09397,overcast
TEST_09398,white
TEST_09399,white
TEST_09400,yes
TEST_09401,yes
TEST_09402,white
TEST_09403,white
TEST_09404,yes
TEST_09405,yes
TEST_09406,on
TEST_09407,yes
TEST_09408,2
TEST_09409,white
TEST_09410,yes
TEST_09411,yes
TEST_09412,whitechen
TEST_09413,white
TEST_09414,white
TEST_09415,2
TEST_09416,yes
TEST_09417,white
TEST_09418,yes
TEST_09419,white
TEST_09420,yes
TEST_09421,yes
TEST_09422,right
TEST_09423,yes
TEST_09424,white
TEST_09425,2
TEST_09426,left
TEST_09427,2
TEST_09428,left
TEST_09429,white
TEST_09430,white
TEST_09431,2
TEST_09432,white
TEST_09433,2
TEST_09434,white
TEST_09435,yes
TEST_09436,yes
TEST_09437,white
TEST_09438,yes
TEST_09439,yes
TEST_09440,whitecher
TEST_09441,yes
TEST_09442,yes
TEST_09443,yes
TEST_09444,2
TEST_09445,on
TEST_09446,left
TEST_09447,2
TEST_09448,2
TEST_09449,yes
TEST_09450,yes
TEST_09451,white
TEST_09452,whitechen
TEST_09453,yes
TEST_09454,whiteii
TEST_09455,whiteii
TEST_09456,on
TEST_09457,yes
TEST_09458,white
TEST_09459,man
TEST_09460,white
TEST_09461,2
TEST_09462,white
TEST_09463,2
TEST_09464,white
TEST_09465,2
TEST_09466,white and
TEST_09467,white
TEST_09468,yes
TEST_09469,yes
TEST_09470,yes
TEST_09471,white
TEST_09472,2
TEST_09473,yes
TEST_09474,white
TEST_09475,on
TEST_09476,white
TEST_09477,man
TEST_09478,yes
TEST_09479,yes
TEST_09480,yes
TEST_09481,2
TEST_09482,to
TEST_09483,white
TEST_09484,white
TEST_09485,2
TEST_09486,yes
TEST_09487,2
TEST_09488,yes
TEST_09489,white
TEST_09490,yes
TEST_09491,on
TEST_09492,white
TEST_09493,yes
TEST_09494,yes
TEST_09495,yes
TEST_09496,2
TEST_09497,yes
TEST_09498,white
TEST_09499,yes
TEST_09500,yes
TEST_09501,white
TEST_09502,white
TEST_09503,yes
TEST_09504,2
TEST_09505,yes
TEST_09506,white
TEST_09507,on
TEST_09508,white
TEST_09509,2
TEST_09510,yes
TEST_09511,white
TEST_09512,white
TEST_09513,2
TEST_09514,white
TEST_09515,yes
TEST_09516,whiteaid
TEST_09517,whiteashington
TEST_09518,yes
TEST_09519,white
TEST_09520,white
